"Date","Type","Category","Subcategory","Vendor","Payment","Currency","Amount","Note","ID"
"17/06/2017","Rudík","Meals","Restaurant","None","Debit Card","CZK","-240.0",,"11321025-426F-4FD3-9960-442261616093"
"18/06/2017","Rudík","Investments","Insurance","AXA","Debit Card","CZK","-977.0",,"5B6DC6C5-6C5A-426F-B903-DA418650D8A8"
"18/06/2017","Rudík","Investments","Investments","Česká Spořitelna","Account Transfer","CZK","-3000.0","Cs realestate fund","CE1337E0-38FE-450A-A3AC-89F2A37C32CA"
"18/06/2017","Rudík","Investments","Pension","None","Account Transfer","CZK","-1000.0",,"A8F7360C-072D-47AE-BDBD-086D816744DF"
"18/06/2017","Rudík","Household","Groceries","Kaufland","Debit Card","CZK","-513.0",,"16E94945-612B-4C3C-9B26-7759D9072553"
"18/06/2017","Rudík","Investments","Investments","Conseq","Account Transfer","CZK","-3500.0",,"95AF30A9-4ABB-4E6B-97EB-2D185AF0BFAB"
"18/06/2017","Rudík","Household","Services & Other fees","None","Account Transfer","CZK","-4281.0",,"7C4686AD-59F1-402A-A011-CE1506A61CCD"
"19/06/2017","Rudík","Household","Furniture & Equipments","Bauhaus","Debit Card","CZK","-139.0",,"E16A85D5-38FD-4BDF-B96D-1C59A762F4C4"
"19/06/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-100.0",,"528CAF9B-206D-4405-851D-6A25550160C9"
"19/06/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-100.0",,"C17A8E82-91A8-4539-A526-0FF2308EB5F2"
"19/06/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-38.0",,"DDFAC724-3A61-4EBB-95B3-8B4BE1C388CE"
"20/06/2017","Rudík","Income","Other","None","Debit Card","CZK","3500.0",,"5003A585-4603-4108-9731-574701D95966"
"20/06/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-100.0",,"6918768D-1A0F-43F1-B166-5386CC260872"
"20/06/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-25.0",,"04D115C8-EB3D-4429-B9A5-CA9F75FF8E9E"
"21/06/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-52.0",,"A6CD3FF2-6C4B-46E2-BD00-74F5E3527EE2"
"21/06/2017","Rudík","Income","Salary","None","Debit Card","CZK","1425.0",,"F8459A85-46E5-4FEA-A62A-C0B51F3A40C2"
"21/06/2017","Rudík","Household","Groceries","None","Debit Card","CZK","-173.0",,"0979CC24-6CCE-4C10-9861-CF0E2DD5FD50"
"22/06/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-110.0",,"6F2F45DA-6DF0-4099-9F97-5D7798A76B6A"
"22/06/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-13.0",,"7D93B1EE-8DE6-475F-8310-39E1D5FCBFBC"
"23/06/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-75.0",,"490CF1A9-C7C8-439E-A54B-58A8599DCC75"
"23/06/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-125.0",,"F75DD2F9-8D6F-4B40-B34B-488EC642A75B"
"23/06/2017","Rudík","Meals","Restaurant","None","Debit Card","CZK","-80.0",,"9CD0EFBE-B836-4F25-A5FA-8C7AEC52C44E"
"24/06/2017","Rudík","Car","Fuel","Shell","Debit Card","CZK","-1173.0",,"0F374BCC-EAD1-4D37-87FA-D75A8A790201"
"24/06/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-200.0",,"161B1FD6-D268-4C6E-944E-C262F2C43968"
"26/06/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-65.0",,"3C6D37B1-37CC-4AFB-893B-0B57AA7D89E7"
"26/06/2017","Rudík","Household","Groceries","Albert","Debit Card","CZK","-283.0",,"A270FE75-D42B-42C6-8039-9D1E70891EA6"
"26/06/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-50.0",,"BBCEBD73-E667-401C-B360-A4EAB6084A62"
"26/06/2017","Rudík","Personal","Fees","Vodafone","Direct Debit","CZK","-571.0",,"326BDCEC-8642-451B-8F20-C4271A1A5532"
"26/06/2017","Rudík","Household","Furniture & Equipments","None","Debit Card","CZK","-10900.0","Postel","0248839D-3DE3-4568-B4A0-47F9D2DD86D1"
"26/06/2017","Rudík","Car","Fees","None","Debit Card","CZK","-90.0",,"2B02E430-2BEE-4E41-ABBD-D1C261C2FF60"
"27/06/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-35.0",,"6A06EF29-9F73-4EC0-91BE-CA1CF74504CF"
"27/06/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-124.0",,"3B69BE71-34B7-4812-8364-6E66072D2AF5"
"27/06/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-68.0",,"A55EE279-E2D7-49E2-8D90-DE8D85FAD07E"
"28/06/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-90.0",,"27ADEBFB-9D97-4F8E-865C-36AF606F42CA"
"28/06/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-450.0",,"6E5BDF66-4050-49A5-AB9A-1FCE47249BE6"
"29/06/2017","Rudík","Electronics","Computer & computer stuff","Softcom","Debit Card","CZK","3689.0","Kindle","BB47F23A-0D10-4598-8FBE-95C81FAAC6FD"
"29/06/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-90.0",,"207A3E19-19A9-42CB-8897-5EC44F313BFC"
"29/06/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-38.0",,"2F99CD89-D665-4EF1-9388-FBD2CA0E9902"
"29/06/2017","Rudík","Meals","Restaurant","None","Debit Card","CZK","-110.0",,"665E3BD1-7382-4861-8D30-52DB8A4D8472"
"30/06/2017","Rudík","Sport","Fees","None","Debit Card","CZK","-100.0",,"0E5AE244-4731-4112-8450-2AE6EE509F7F"
"30/06/2017","Rudík","Electronics","Other","Amazon","Debit Card","CZK","-620.81","USD: 27,00 US$
Exchange rate: 22.9928
Book","6E2B422D-92E4-442B-8DF5-0CDC07FCED96"
"30/06/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-275.0",,"32ED81DF-2685-42C9-B2D4-C9171326B77D"
"30/06/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-50.0",,"65E34B35-8B97-42C0-8398-33D52B1D7ED7"
"30/06/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-228.0",,"B1B569F8-3758-42AB-90D1-A19563604C5F"
"30/06/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-167.0",,"D8AB1865-D975-4485-8789-3DFB90323544"
"01/07/2017","Rudík","Vacation","Food","None","Debit Card","CZK","-350.0",,"309A6432-5908-4F17-9E5E-0D62D7CB9610"
"01/07/2017","Rudík","Vacation","Food","None","Debit Card","CZK","-280.0",,"E5BE57DB-AA82-4B9E-B5D6-8853F164ABBF"
"01/07/2017","Rudík","Vacation","Food","None","Debit Card","CZK","-119.0",,"89ECD2D3-937B-459E-864E-15793BB7E52C"
"01/07/2017","Rudík","Vacation","Transportation","None","Debit Card","CZK","-280.0",,"F42767AA-90DA-46CC-BB3D-33080708A9D1"
"01/07/2017","Rudík","Vacation","Food","None","Debit Card","CZK","-430.0",,"F7F0C659-68AA-4A25-9737-392B69111336"
"02/07/2017","Rudík","Vacation","Transportation","None","Debit Card","CZK","-280.0","Znamka","B0F8D87A-8A30-49D4-8AE7-FB8820A1289B"
"02/07/2017","Rudík","Investments","Insurance","Aegon","Account Transfer","CZK","-1150.0",,"86A09AF6-9FC8-4415-8F2F-AEFE29D1687B"
"02/07/2017","Rudík","Vacation","Accommodation","None","Debit Card","CZK","-6266.52","EUR: 234,00 €
Exchange rate: 26.78","3FFAD973-477A-4C9D-80A2-7B0DF7FBB4E1"
"02/07/2017","Rudík","Car","Fuel","None","Debit Card","CZK","-975.33","EUR: 36,42 €
Exchange rate: 26.78","E51AF2EC-7291-440B-B8DA-A9E260955E7A"
"03/07/2017","Rudík","Vacation","Fees","None","Debit Card","CZK","-164.0",,"683CEC4D-82C6-4821-ADD6-E01560610B37"
"04/07/2017","Rudík","Vacation","Fees","None","Debit Card","CZK","-305.06","EUR: 11,40 €
Exchange rate: 26.76
EUR: 11,40 €
Exchange rate: 26.0965","287A68BC-2D4D-4E6C-BEA2-55B99EDCD66A"
"04/07/2017","Rudík","Vacation","Food","None","Debit Card","CZK","-1312.22","EUR: 49,00 €
Exchange rate: 26.78","6B949275-5D44-4F1A-AEB2-C247C041364E"
"05/07/2017","Rudík","Vacation","Accommodation","None","Debit Card","CZK","-1203.0",,"FD7A5D25-347B-458C-99FF-BAB3DC7A53AB"
"06/07/2017","Rudík","Car","Fuel","Shell","Debit Card","CZK","-329.0",,"6582156F-7B79-47C2-808D-3EB6A723C89F"
"06/07/2017","Rudík","Fashion","Clothes","Primark","Debit Card","CZK","-615.94","EUR: 23,00 €
Exchange rate: 26.78","913801CE-5E6C-4739-8510-1EEEAF433E5E"
"06/07/2017","Rudík","Meals","Restaurant","None","Debit Card","CZK","-338.0",,"7E3E74BE-736D-4335-952D-1EE8551AEFB5"
"07/07/2017","Rudík","Meals","Restaurant","N/A","Debit Card","CZK","-272.0",,"EEFD78A0-96A3-4F8B-AFA2-F66D027D35C0"
"07/07/2017","Rudík","Household","Furniture & Equipments","None","Debit Card","CZK","-308.0",,"97EFCEA4-0DA2-45CD-857A-40415CB8B703"
"07/07/2017","Rudík","Electronics","Computer & computer stuff","None","Debit Card","CZK","-426.0","Switch","486B0B88-647C-4A13-BD1F-FADA7DD18A8F"
"07/07/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-62.0",,"5D305410-D16D-4F86-AE66-D2AEB062ACC6"
"07/07/2017","Rudík","Fashion","Clothes","None","Debit Card","CZK","-129.0",,"718C2A86-D08C-4674-A188-7820D5376D4E"
"09/07/2017","Rudík","Meals","Restaurant","None","Debit Card","CZK","-183.0",,"5121B379-A15F-4ECD-AA37-51805778D567"
"09/07/2017","Rudík","Household","Furniture & Equipments","Ikea","Debit Card","CZK","-5196.0",,"ED506E0E-F5C0-438C-AB90-627FDEB52D3A"
"09/07/2017","Rudík","Car","Fuel","Shell","Debit Card","CZK","-500.0",,"F9C88762-A9A4-4ADE-922B-54AFA8E1860D"
"09/07/2017","Rudík","Household","Groceries","Albert","Debit Card","CZK","-128.0",,"6D1A2196-123D-468F-9482-B9B99F7A8D1B"
"10/07/2017","Rudík","Household","Furniture & Equipments","Spime.cz","Debit Card","CZK","-4000.0","Zaloha","241266DB-0DCD-496D-A6AB-25726A23A0A7"
"10/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-90.0",,"7825BB3C-F886-477B-98E7-8B34D770F9F9"
"11/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-100.0",,"E5387ECE-D691-48A6-A2AC-26D4971A3250"
"11/07/2017","Rudík","Household","Furniture & Equipments","None","Debit Card","CZK","-308.0",,"EDD3CB7F-B989-495A-BF88-BC6DF8549192"
"12/07/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-37.0",,"3FEF8EF6-57D1-44B0-8315-CF3742682DA0"
"13/07/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-47.0",,"D036BBFA-3E43-474A-8797-61FECC00D69C"
"13/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-125.0",,"16F65531-C413-4B3A-B4F5-519A464F9A69"
"14/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-100.0",,"664E54EE-7B6B-4F3A-A2C0-A012801E563C"
"14/07/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-7.0",,"7CEDC528-5A78-4E60-84FE-64593497D4D3"
"14/07/2017","Rudík","Income","Salary","None","Debit Card","CZK","53370.0",,"AE05C3B1-561F-4A06-A2A1-7070497926A8"
"14/07/2017","Rudík","Income","Salary","None","Debit Card","CZK","1500.0",,"5FB92546-BACB-4653-990E-D371027ECC21"
"15/07/2017","Rudík","Car","Loan","None","Debit Card","CZK","-3797.0",,"3FEC4DF4-2114-4EAA-9F5B-4521B49CCE15"
"15/07/2017","Rudík","Household","Mortgage","KB","Direct Debit","CZK","-7603.0",,"F14E4E62-35CB-498D-9969-A7953D1553FC"
"15/07/2017","Rudík","Meals","Restaurant","None","Debit Card","CZK","-340.0",,"FA9F3635-6076-4CB6-80D0-7E7B4E26B215"
"15/07/2017","Rudík","Meals","Restaurant","None","Debit Card","CZK","-179.0",,"DA57E24A-FBBA-4355-80DD-350F90E110B1"
"15/07/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-120.0",,"92078627-9D0B-4F22-BE7E-B01EFFE46D53"
"15/07/2017","Rudík","Car","Fuel","None","Debit Card","CZK","-1403.0",,"9556091F-C94F-4ABE-B40C-EF2A5830F9CC"
"15/07/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-200.0",,"9F2B0046-C8B2-4743-A293-686887147EE6"
"15/07/2017","Rudík","Household","Groceries","None","Debit Card","CZK","-224.0",,"FA17EE79-BA8E-4D53-BCD1-E3067BEB9A90"
"16/07/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-240.0",,"7ACC52CE-6BAA-42AF-9432-73FF5BBE17E2"
"16/07/2017","Rudík","Meals","Restaurant","None","Debit Card","CZK","-330.0",,"BF7C2A3D-6BB3-4BF7-B74E-BAD75D667EB8"
"17/07/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-17.0",,"076F170D-26F8-46AE-B842-2E57019EDCA0"
"17/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-129.0",,"70D8C270-644F-4530-AF93-D83FCA8E9C88"
"18/07/2017","Rudík","Household","Groceries","Albert","Debit Card","CZK","-158.0",,"4E555D10-98A0-494F-A237-36A59F47F145"
"18/07/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-17.0",,"433D81B9-64D2-4D79-97CA-C595B9189FDD"
"18/07/2017","Rudík","Investments","Insurance","AXA","Debit Card","CZK","-977.0",,"86ADDE08-FF99-4237-A971-DEE9E311D295"
"18/07/2017","Rudík","Investments","Investments","Česká Spořitelna","Account Transfer","CZK","-3000.0","Cs realestate fund","657FD207-0AE0-41E7-8B48-8EF6D73CB53E"
"18/07/2017","Rudík","Investments","Pension","None","Account Transfer","CZK","-1000.0",,"0DAB3B2B-51DD-423F-9C8B-E8300A592B87"
"18/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-125.0",,"2110450F-6019-4981-A28A-A4DAB29F3F09"
"18/07/2017","Rudík","Investments","Investments","Conseq","Account Transfer","CZK","-3500.0",,"4AB06303-6F7B-47EB-938C-DBE08F68816B"
"18/07/2017","Rudík","Household","Services & Other fees","None","Account Transfer","CZK","-4281.0",,"B6762DFD-D640-4F76-A49E-D0B3031E8031"
"19/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-90.0",,"B0B2C648-AD68-49B1-97A0-57D6D04ADEAC"
"20/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-110.0",,"300EB72C-AFCE-4A4E-9708-D6BDC5B6920E"
"20/07/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-37.0",,"06C68AF9-2A23-4ABC-AFD7-4F483966EA9E"
"20/07/2017","Rudík","Sport","Fees","None","Debit Card","CZK","-158.0",,"87F8222A-F7FB-4103-A9FB-18222C7D4E34"
"20/07/2017","Rudík","Household","Groceries","Kaufland","Debit Card","CZK","-67.0",,"93DE4C6F-2389-4D8E-85B0-73DC8BFB8BFB"
"21/07/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-37.0",,"C58506CC-F19A-454B-9113-6320CF095BC8"
"21/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-69.0",,"FEDC9153-67F1-48B9-A35F-5031BAB5AF8E"
"22/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-500.0",,"8A8E6C39-ECC1-4973-A904-AD2C73B47E84"
"22/07/2017","Rudík","Entertainment","Other","None","Debit Card","CZK","-501.0","Trigger","52085BB4-1DEB-4F52-9809-AAA37682471B"
"22/07/2017","Rudík","Household","Groceries","Lidl","Cash","CZK","-500.0",,"C63B2328-F228-4E57-B6B9-04C64F6FDDA6"
"22/07/2017","Rudík","Sport","Equipment","Lidl","Debit Card","CZK","-135.0",,"4C2DBBCC-E518-45A7-89CD-29415BF0D2EB"
"24/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-75.0",,"24B1012B-7239-4CEA-BD56-23BEB495BEED"
"25/07/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-34.0",,"7D25E4F8-A28F-4CD1-A67C-4CD501B3C7A8"
"25/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-140.0",,"DCAF8557-3355-44A4-A11E-392B28B3F982"
"25/07/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-380.0",,"F45C35B1-4B80-4B53-82CE-41E73EDB3AD3"
"26/07/2017","Rudík","Personal","Fees","Vodafone","Direct Debit","CZK","-534.0",,"940CFD2A-0DAB-4C01-982E-EEF06B5DF15D"
"26/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-80.0",,"A82BC052-5E8E-46DA-9D43-345071F1F349"
"26/07/2017","Rudík","Personal","Gifts","None","Debit Card","CZK","-439.0",,"FFD2886F-CD43-4EB2-ADDC-FF8482020D14"
"27/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-115.0",,"193F6EEC-5365-4676-82F2-658620882D57"
"27/07/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-34.0",,"39C338B7-AC0A-46BF-A6F9-CF5640D24D4D"
"28/07/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-44.0",,"E2B7E55F-7D13-4F28-8FA0-27248C01DDD0"
"28/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-100.0",,"1C91B90D-8D4C-49D7-BE1D-1D6CDF4436BA"
"28/07/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-100.0",,"3B149CC6-4793-40E5-A413-AE71261442C2"
"30/07/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-175.0",,"4923F364-5C35-40A4-A0A0-D67E829F7E02"
"30/07/2017","Rudík","Meals","Restaurant","None","Debit Card","CZK","-500.0",,"112A94F7-A642-4494-98ED-56BDC4C242C6"
"30/07/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-74.0",,"FF692098-B7F2-4B1F-9BE1-07F349FD71BE"
"30/07/2017","Rudík","Car","Fuel","None","Debit Card","CZK","-890.0",,"F65D1911-D555-4C49-97AA-5F53ACAC41BA"
"30/07/2017","Rudík","Household","Furniture & Equipments","None","Debit Card","CZK","1500.0","Rosty","507B45F5-E887-44BB-8BA9-D80323589643"
"31/07/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-130.0",,"2F9B4BDE-F570-4627-8524-E5BEA9757824"
"31/07/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-17.0",,"51426F08-FB4E-4A87-9853-98EF49EC7DE5"
"01/08/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-109.0",,"14419B43-25E7-40E1-9E8F-1FBB5FE7110F"
"01/08/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-34.0",,"0B6C2B25-286A-4D64-99E4-F1FF51EB7127"
"02/08/2017","Rudík","Investments","Insurance","Aegon","Account Transfer","CZK","-1150.0",,"ECE1C7E6-7CED-439F-A4F2-A7DBA527FD2A"
"02/08/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-100.0",,"8A9F50B6-E1E2-4835-B220-E3EF90C91A13"
"02/08/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-17.0",,"536D6325-2E90-46E8-A7AB-B813068BA266"
"02/08/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-79.0",,"5D7F6FDD-DE1E-46A9-B16D-5619D4677C1C"
"03/08/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-100.0",,"E3D05CD0-8E83-4DBD-9EED-A14633315016"
"04/08/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-130.0",,"C8FCF229-1067-4F4C-A662-1C527BCF4917"
"04/08/2017","Rudík","Sport","Fees","None","Debit Card","CZK","-100.0",,"D17F165E-53F5-4EBE-BA88-4574EA470594"
"04/08/2017","Rudík","Personal","Gifts","None","Debit Card","CZK","-400.0","Katka rodina","17C294E0-4022-40E4-AA4C-41055B892FDE"
"04/08/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-451.0",,"5AADECAA-D181-4FCD-ADAF-A7993FF49133"
"04/08/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-46.0",,"E70C480B-12A5-47EC-AA3F-55C1E945F064"
"05/08/2017","Rudík","Meals","Restaurant","None","Debit Card","CZK","-860.0",,"533FD831-382D-4088-A22C-B2B10BF6C420"
"07/08/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-44.0",,"07C22526-132D-4CE5-B9DD-0990D9ACE173"
"07/08/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-100.0",,"E072D084-694D-4BD5-BA09-F7958167FF8D"
"07/08/2017","Rudík","Personal","Other","None","Debit Card","CZK","-60.0",,"190E6BEA-0D27-4460-9602-11BF521C31DC"
"08/08/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-85.0",,"72168D3A-C8FF-4441-92EC-BB2771EA635B"
"08/08/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-47.0",,"DB89A60F-8EB3-4D6B-9072-88D11A50CCF9"
"08/08/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-75.0",,"FF52E649-3EF7-4B54-991B-90D1FF45CA1F"
"08/08/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-35.0",,"2120D925-42A0-4F3D-822D-EC57F102E35C"
"09/08/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-100.0",,"F591BDFA-96DD-41F4-87AF-D6F1418AE903"
"09/08/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-156.0",,"C6CA1392-24F4-4367-A36F-2E7139C69D3E"
"10/08/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-17.0",,"739C3DAD-969E-4D30-826F-C692E9A6E4F8"
"10/08/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-95.0",,"116D4CC7-E05D-4237-B0B2-BA3AFD43D672"
"11/08/2017","Rudík","Sport","Fees","None","Debit Card","CZK","-100.0",,"46F1F2A2-85A0-4D1F-ABED-0BE11995C8D2"
"11/08/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-110.0",,"4F24D13A-2A67-4F67-B7B5-9F6DBDE30C39"
"11/08/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-227.0",,"7F41C65A-F9B9-4A1B-B966-B29392BC9E01"
"11/08/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-200.0",,"0B0DB767-AC31-4AEA-BCF1-5B72879E4CFF"
"11/08/2017","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-50.0",,"42EE1665-2F7C-42E9-9DD0-CDEBA2583E6A"
"12/08/2017","Rudík","Meals","Restaurant","None","Debit Card","CZK","-300.0",,"9B6CD6DA-FA05-4504-84FF-5861436342E7"
"12/08/2017","Rudík","Household","Medicine","None","Debit Card","CZK","-155.0",,"E84B9BFE-63AF-4A0D-8785-63FBF0B5CCBB"
"12/08/2017","Rudík","Household","Groceries","Alebert","Debit Card","CZK","-68.0",,"61712659-C52D-4E3E-972A-A3AE18FB56BD"
"13/08/2017","Rudík","Fashion","Clothes","Baťa","Debit Card","CZK","-1166.0",,"6FF48AFC-A2C4-4327-9321-AFC8609A83E6"
"13/08/2017","Rudík","Fashion","Clothes","None","Debit Card","CZK","-245.0",,"8B08EBAE-9300-43D2-9CBB-7D33A6E995CD"
"13/08/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-60.0",,"EA3688E3-D9BA-4EC9-BAD6-98954007FCA5"
"14/08/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-17.0",,"179DDD1C-7ACF-4258-B817-4E0B22FE2CFB"
"14/08/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-110.0",,"A6D5753F-5BFE-45A2-B39C-5E7631B37A17"
"14/08/2017","Rudík","Meals","Restaurant","None","Debit Card","CZK","-330.0",,"D44AD822-324C-48A0-BFBF-DCEBBBD0DF0D"
"15/08/2017","Rudík","Income","Other","None","Debit Card","CZK","7000.0",,"E4B00BDB-8847-4E49-9C20-8A3CC996C5BB"
"15/08/2017","Rudík","Income","Salary","None","Debit Card","CZK","52963.0",,"75D11C45-61ED-45BA-B75E-ABB5B29FD0B7"
"15/08/2017","Rudík","Car","Loan","None","Debit Card","CZK","-3797.0",,"1111BC1F-8F35-475B-B903-4EA7775C3E90"
"15/08/2017","Rudík","Household","Mortgage","KB","Direct Debit","CZK","-7603.0",,"81933B0A-6B63-43EC-BFBE-4E01BBAEF491"
"15/08/2017","Rudík","Income","Salary","None","Debit Card","CZK","1200.0",,"BCCD9758-F58F-4860-91C9-71012BF9BD19"
"16/08/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-76.0",,"E8F22C04-C7DE-41E6-AD42-C8769BDAE867"
"16/08/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-100.0",,"33408425-37CE-49FF-BC02-27D552FBB2F5"
"17/08/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-100.0",,"F297728B-F8C8-4B78-B981-A6F86CBDDD05"
"18/08/2017","Rudík","Investments","Insurance","AXA","Debit Card","CZK","-977.0",,"0E77CC7E-E5AF-42F0-8FCC-97270E1B4F86"
"18/08/2017","Rudík","Investments","Investments","Česká Spořitelna","Account Transfer","CZK","-3000.0","Cs realestate fund","D464A375-F733-4AF6-8CF2-C63F6DE0C39A"
"18/08/2017","Rudík","Investments","Pension","None","Account Transfer","CZK","-1000.0",,"D40CAC4D-E962-4E24-8487-05A183010320"
"18/08/2017","Rudík","Investments","Investments","Conseq","Account Transfer","CZK","-3500.0",,"94C7ED24-86C2-45E5-9090-3E0163E4DDED"
"18/08/2017","Rudík","Household","Services & Other fees","None","Account Transfer","CZK","-4281.0",,"3857D1AA-A62A-40FC-8739-63DD521B1D99"
"18/08/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-65.0",,"B3D348A0-1B70-4920-A6B5-6CD8BE63E873"
"19/08/2017","Rudík","Fashion","Clothes","Decathlon","Debit Card","CZK","-467.0",,"0FEFE0E1-FB87-46F3-941E-F7F523EAE133"
"19/08/2017","Rudík","Household","Furniture & Equipments","Obi","Debit Card","CZK","-461.0",,"0DAD5BCF-FB2B-4A4C-96A4-F230230AD93E"
"19/08/2017","Rudík","Entertainment","Party & Pub","Albert","Debit Card","CZK","-124.0",,"20022CF7-4B4B-45A3-810E-3DF5968C30DC"
"20/08/2017","Rudík","Personal","Gifts","None","Debit Card","CZK","-380.0",,"AFC289A7-46E3-4D55-9058-BA80411A05E7"
"20/08/2017","Rudík","Household","Groceries","Albert","Debit Card","CZK","-156.0",,"83F8F20A-8063-4EBA-A86D-0C669C1F4D8D"
"20/08/2017","Rudík","Meals","Snack","None","Debit Card","CZK","-1120.0",,"936FF9F8-5F72-4B5F-975F-19905DC17E05"
"21/08/2017","Rudík","Meals","Work lunch","None","Debit Card","CZK","-95.0",,"D7AF3174-0224-43BC-B334-4F54268EA9B4"
"21/08/2017","Rudík","Personal","Other","None","Debit Card","CZK","-140.0",,"ECF8AEB0-367D-476A-B141-2CD7375F01BE"
"21/08/2017","Rudík","Household","Groceries","Albert","Debit Card","CZK","-79.0",,"7E84E42C-17E7-4448-B05E-16D9941FFF15"
